x1,x2,y
1.5899335312946774,0.6421443051801502,1
2.19844651224531,0.8645672692105958,0
1.01737565112926,0.3280643863368802,0
2.586595272704913,0.06220177648216907,1
3.401986682178465,0.8390847952212123,0
0.646968565520966,0.8057774172687913,1
2.6771464785750316,0.7418692417512718,0
1.618223220554274,0.4303142908707497,0
2.85483166468686,0.6918783825090653,0
1.3848497121975218,0.7385633539838407,1
2.0320721333853493,0.1331948396017152,1
2.691262347870555,0.847276334573049,0
2.628623379205432,0.7570549895215072,0
1.4030668057735942,0.9524737713000752,1
3.1522047161387814,0.7769675066001002,0
0.6607052186783038,0.4592442863050059,0
2.413151152112315,0.059169076869706516,1
2.7786081452051667,0.9943489618188202,0
1.9942709567486876,0.551330539438584,0
3.3346199548599644,0.8021170397561455,0
1.982239704660562,0.07720429616549207,0
3.435110188944161,0.13902135571805863,1
2.0922987755783313,0.8796398340565567,0
2.944487315366178,0.949200670099122,0
3.339550898506722,0.2790357653844395,1
3.044290387968849,0.3846836288783432,0
1.154819581872374,0.5630623651105248,0
2.9689018821180126,0.731531921460442,0
2.538249352554079,0.01443338943649719,1
2.8934237464745345,0.6705536786073281,0
3.2476166626026295,0.20085171958122894,1
1.9092854010034648,0.9168376906226648,1
2.8896169149722164,0.20443106010585765,1
2.4988784175234846,0.5438165450935972,0
2.6866224384176665,0.9055437088872506,0
2.571591472731325,0.49102317374139826,0
2.4449218941615514,0.4282346224825002,0
2.0541097531690173,0.5510747833850309,0
1.7387984242156067,0.9877529285092631,1
2.39411447260336,0.030593586938556183,1
2.542068471710735,0.5741339328336057,0
0.9847629276864835,0.01403008749128598,0
1.7608938409518395,0.4465329578655153,0
1.5054921887749129,0.3899867556733977,0
1.5390857963187023,0.13401561377795757,0
2.9352773498173224,0.06264682599926397,1
2.247857705175848,0.5712885850058425,0
3.0802979820096397,0.6650827582332066,0
0.7371029908191319,0.4578046759816091,0
0.5894404034258501,0.832549012456199,1
2.0017920715761854,0.8656791035845233,0
1.3600428894571683,0.45528173937295824,0
3.209048556470139,0.5929128929407669,0
2.501944983693089,0.16084150029914934,1
1.4967221326451328,0.7519964464342956,1
1.7782147205641994,0.1282205399880889,0
2.9514266818573494,0.6979171375077395,0
3.4898158962762125,0.9832590810616693,0
3.0945888669368107,0.4552240877099153,0
2.8200964294795066,0.8483257548225887,0
1.9144182095862976,0.8507889248191856,1
3.2779506913957195,0.06259899323124607,1
0.7925945557455335,0.22592305462942408,0
2.2995675967110474,0.6482387312895007,0
2.619938487802314,0.06821503643996307,1
2.7712790761272137,0.5069503990728358,0
2.000001203637701,0.377620926815457,0
2.6677010595937993,0.8733663076456128,0
0.825496784236945,0.8813668305304898,1
2.683917685816652,0.4956806456653521,0
0.8323663446863191,0.6850709478649873,1
3.2942689879190756,0.36100458797873725,0
2.6706629983728627,0.4030680855885309,0
3.46220829395604,0.28940364806268815,1
3.006861245460045,0.6235553882156208,0
1.9111939620120797,0.03978558631467777,0
1.8280329968073112,0.044417292206165526,0
2.7545315893151865,0.987236377739188,0
2.877269899391398,0.18280236986121368,1
1.752860159564443,0.7871972609231902,1
1.7207431105169175,0.4463993873590273,0
1.3847823366053449,0.7665416982445666,1
2.969702820097595,0.3609256104349581,0
1.1853537838697399,0.058882084002648494,0
1.3718306173027304,0.07663833772939377,0
0.822240252742908,0.6207414556326325,1
2.8561382837790315,0.018061236395236602,1
2.9627339025259536,0.03750069059995542,1
1.5277905367286562,0.34301276277613846,0
1.119906919949669,0.17662133412706638,0
1.0306968576963018,0.04376241996440433,0
2.886718443217901,0.7287463885518057,0
2.865348067157102,0.19726246146141635,1
0.9192652834325933,0.04725668754327106,0
2.0211638939584886,0.2134258594978814,1
3.2987831071341174,0.9315558168584364,0
3.371784073892765,0.8584979611679046,0
2.844088863876004,0.6405214533246166,0
0.8849006178256086,0.42990115085188996,0
1.716797280390682,0.0409603686635609,0
0.6974864781791928,0.8994527659831957,1
3.1661050602680976,0.9993699729702459,0
1.5931848782009006,0.010088713334613142,0
0.9603229403145632,0.16571645021918813,0
2.6302487200538676,0.660118388888591,0
1.03662509550441,0.24128013480235733,0
1.2160603528587446,0.019364511452934385,0
3.004943160064725,0.9545356687842912,0
1.9316985586171773,0.9184496670006251,1
2.5438830071481053,0.2805400243045594,1
1.425496674901692,0.564280976452163,0
1.0209990430232407,0.925348707478966,1
0.927142821770588,0.55317924639327,0
1.0273436136561833,0.24549757117157156,0
3.0066433287588366,0.9654229757036954,0
1.6777187200015389,0.30320874409698406,0
3.4412343179792186,0.11690003005784078,1
1.0181757921439223,0.054375129446422754,0
2.7432408105428148,0.6116513044638956,0
2.071612286753976,0.8880303056148323,0
1.9119507022119853,0.32990716120701435,0
1.5195756717048232,0.5159302670834197,0
3.115635985987655,0.5546585217434039,0
1.2322875398926918,0.02922934377577191,0
1.9306390832551465,0.7780272547003823,1
2.5358675983555106,0.32261851009351394,0
2.021663956750352,0.6838068492690882,0
1.2838686365278236,0.22712070607514623,0
1.6544034920948054,0.1909449800608255,0
2.8081776179405984,0.9175693563329775,0
2.7416953127771477,0.8173652584612519,0
1.5460499633496323,0.9794424467481931,1
2.598431897894674,0.8727743100846155,0
2.4232162869476594,0.40753730847805925,0
0.6834023721967621,0.8351726791100226,1
1.1847955385152602,0.3294399518350759,0
3.328078678790317,0.4360526163593743,0
0.6001914184755319,0.6048917841018072,1
2.0922457766477907,0.5700474857327964,0
2.335071203529143,0.7280894422138153,0
1.9757194751388123,0.5303900561681292,0
2.6238599334224117,0.6031225193680795,0
1.7487987666108609,0.49222467341026543,0
1.5394968760091867,0.07748198332372891,0
1.2955364136072824,0.6718211909537252,1
2.2545427610984237,0.7998563785510521,0
3.3495691502557654,0.8783835458540581,0
1.381263021712247,0.49329948273755264,0
2.591657519730619,0.210008117515053,1
2.517276626653978,0.9587516623811747,0
0.6547635123687875,0.8875612055401425,1
1.1616046092761954,0.5267755749068608,0
1.9122312821680332,0.019605274891438595,0
2.3746056170820387,0.9391462010813841,0
1.9653487631710114,0.11025310046961478,0
2.3123744222751275,0.4399869309615809,0
0.6499384475258442,0.7224602280170086,1
3.0970952402215017,0.5598651455173596,0
0.7531567889602884,0.8874894257423611,1
0.6586262915314188,0.42906761546097816,0
1.6279182177392792,0.7372876026579117,1
2.8297671974592276,0.7464863159492022,0
3.0620860896818716,0.8294358593491857,0
2.604651808845234,0.48586644764586795,0
1.547987178059733,0.5390900770420431,0
2.0849285370473596,0.23974033414492857,1
3.412093989870143,0.5559235668712524,0
2.173360038804666,0.29495999306744614,1
1.4592389200756273,0.14061739257841044,0
2.5403153458399585,0.8488716797458796,0
2.7943203819899205,0.5518470564608803,0
1.4707049754669108,0.7913007756098756,1
2.900170762560817,0.6475131995107085,0
0.7896057570445115,0.08315449093110727,0
2.7218670701873995,0.7309810247085493,0
2.6770973506893236,0.06241795794717098,1
0.5660838646184472,0.22394348435327605,0
